,city,lat,lng,region_clusters
2779,Chauffailles,46.2064,4.34,8
2780,Bressols,43.9681,1.3381,6
2781,Holtzheim,48.5586,7.6411,3
2782,Givry,46.7822,4.7431,8
2783,Audierne,48.0242,-4.5417,5
2784,Pannes,48.0189,2.6672,7
2785,Gétigné,47.0756,-1.2494,10
2786,Ferrières,48.0903,2.7897,7
2787,Richwiller,47.7792,7.2806,3
2788,Ézy-sur-Eure,48.8644,1.4197,7
2789,Gallardon,48.5247,1.69,7
2790,Vouillé,46.6406,0.1689,10
2791,Montry,48.8867,2.8278,7
2792,Saint-Symphorien-sur-Coise,45.6322,4.4572,8
2793,Ay,49.0553,4.0036,1
2794,Champhol,48.4686,1.5022,7
2795,Charlieu,46.1594,4.1719,8
2796,Saint-Maur,46.8064,1.6394,2
2797,Hérimoncourt,47.4406,6.8831,3
2798,Touques,49.3425,0.1019,4
2799,Petit-Mars,47.3942,-1.455,10
2800,Clamecy,47.46,3.5194,7
2801,Nogent-en-Bassigny,48.0294,5.3453,3
2802,Plémet,48.1778,-2.5936,5
2803,Alénya,42.6397,2.9817,6
2804,Steenwerck,50.7003,2.7775,1
2805,Danjoutin,47.6178,6.8639,3
2806,Éperlecques,50.8064,2.1517,1
2807,Gallargues-le-Montueux,43.7211,4.1728,11
2808,Bourgneuf-en-Retz,47.0431,-1.9528,10
2809,Montamisé,46.6211,0.4239,10
2810,Châteauneuf-du-Faou,48.1861,-3.8128,5
2811,Lectoure,43.9344,0.6211,9
2812,Pujols,44.3856,0.6883,9
2813,Prunelli-di-Fiumorbo,42.0106,9.3247,0
2814,Bouliac,44.815,-0.5019,9
2815,Peyrehorade,43.545,-1.1,9
2816,Hourtin,45.1861,-1.0575,9
2817,Pleyben,48.2261,-3.9694,5
2818,Houdan,48.7908,1.6017,7
2819,Saint-Germain-Laprade,45.0381,3.9692,11
2820,Bellac,46.1219,1.0494,2
2821,Saint-Éloy-les-Mines,46.1606,2.8339,2
2822,Sargé-lès-le-Mans,48.0336,0.2403,4
2823,Verson,49.155,-0.4525,4
2824,Saint-Georges-sur-Loire,47.4092,-0.7622,10
2825,Geneston,47.0556,-1.5128,10
2826,Limonest,45.8369,4.7719,8
2827,Labuissière,50.4897,2.5656,1
2828,Fay-de-Bretagne,47.415,-1.7914,10
2829,Châteauneuf-Grasse,43.675,6.975,0
2830,Pluméliau,47.9578,-2.9733,5
2831,Aime,45.5556,6.6486,8
2832,Saint-Genès-Champanelle,45.7203,3.0189,2
2833,La Bazoge,48.0986,0.1553,4
2834,Les Rousses,46.4858,6.0617,8
2835,Avesnes-lès-Aubert,50.1972,3.38,1
2836,Coulanges-lès-Nevers,47.0053,3.1867,2
2837,Ploubezre,48.7044,-3.4489,5
2838,Bergues,50.9686,2.4342,1
2839,Saint-Chef,45.6339,5.3658,8
2840,Longeville-lès-Saint-Avold,49.1161,6.6392,3
2841,Layrac,44.1342,0.6617,9
2842,Arsac,44.9969,-0.6886,9
2843,Bellignat,46.2447,5.6328,8
2844,Hussigny-Godbrange,49.4928,5.8742,3
2845,Contres,47.4189,1.4278,2
2846,Verfeil,43.6575,1.6608,6
2847,Bavans,47.4817,6.7306,3
2848,Objat,45.2631,1.4083,2
2849,Saint-Cergues,46.2358,6.3214,8
2850,Rocquencourt,48.8367,2.1108,7
2851,Cinq-Mars-la-Pile,47.3475,0.4617,10
2852,Le Plessis-Belleville,49.0967,2.7531,7
2853,Breteil,48.1453,-1.8986,5
2854,Saint-Laurent-sur-Sèvre,46.9586,-0.8931,10
2855,Noyal-Pontivy,48.0667,-2.8819,5
2856,Isigny-sur-Mer,49.3178,-1.1022,4
2857,Saint-Germain-des-Fossés,46.2069,3.4336,2
2858,Trébeurden,48.7694,-3.5681,5
2859,Cours,46.0994,4.3206,8
2860,Bailly,48.8414,2.0772,7
2861,Saint-Héand,45.5286,4.3728,8
2862,La Chapelle-Saint-Ursin,47.0625,2.325,2
2863,Varangéville,48.6339,6.3136,3
2864,Lumbres,50.7053,2.1206,1
2865,Domloup,48.0619,-1.5231,5
2866,Plestin-les-Grèves,48.6569,-3.6311,5
2867,Cabourg,49.2883,-0.1164,4
2868,Marcy-l’Étoile,45.7811,4.7061,8
2869,Neuvic,45.1006,0.4689,9
2870,Gelos,43.2833,-0.3711,9
2871,Saint-Vallier-de-Thiey,43.6989,6.8478,0
2872,Deauville-les-Bains,49.3592,0.0744,4
2873,Varennes-sur-Allier,46.3131,3.4014,2
2874,Saïx,43.5814,2.1842,6
2875,Chaniers,45.7181,-0.5572,10
2876,Bénodet,47.8767,-4.1128,5
2877,Montmirail,48.8708,3.5406,7
2878,Le Pont-de-Beauvoisin,45.5344,5.6664,8
2879,Saint-Léger-du-Bourg-Denis,49.4344,1.1506,7
2880,Rivery,49.9025,2.3269,1
2881,Doussard,45.7756,6.2206,8
2882,Langeac,45.1003,3.4942,11
2883,Villers-Semeuse,49.7394,4.7494,1
2884,Landéda,48.5869,-4.5717,5
2885,Fontvieille,43.7269,4.7089,11
2886,Fougerolles,47.8853,6.4028,3
2887,Hornaing,50.3678,3.3353,1
2888,Bourg-Blanc,48.4994,-4.505,5
2889,Montsoult,49.0714,2.3106,7
2890,Saint-Aunès,43.64,3.9653,11
2891,Le Breuil,46.7944,4.4833,8
2892,Commequiers,46.7628,-1.8372,10
2893,Villedieu-les-Poëles,48.8386,-1.2225,4
2894,Mauriac,45.2189,2.3336,2
2895,Flassans-sur-Issole,43.3686,6.2211,0
2896,Vals-les-Bains,44.6656,4.3661,11
2897,Échillais,45.8983,-0.9517,10
2898,Puiseux-en-France,49.0578,2.5003,7
2899,Saint-Jean-de-Moirans,45.3411,5.5822,8
2900,Étain,49.2128,5.6364,3
2901,Varennes-sur-Seine,48.3739,2.9233,7
2902,Châteauneuf-sur-Charente,45.5986,-0.0536,9
2903,Plouër-sur-Rance,48.5278,-2.0033,5
2904,Pont-de-l’Isère,45.0047,4.8667,11
2905,Laragne-Montéglin,44.315,5.8217,0
2906,Lizy-sur-Ourcq,49.0253,3.0219,7
2907,Cugand,47.0625,-1.2544,10
2908,Rieumes,43.4125,1.1178,6
2909,Chavagnes-en-Paillers,46.8922,-1.2528,10
2910,Orbey,48.1264,7.1608,3
2911,Rupt-sur-Moselle,47.9267,6.6628,3
2912,Melle,46.2219,-0.145,10
2913,Plobannalec,47.8233,-4.2297,5
2914,Crèvecoeur-le-Grand,49.6083,2.0781,7
2915,Salindres,44.1714,4.1578,11
2916,Bohars,48.4294,-4.5136,5
2917,Saint-Évarzec,47.9369,-4.0203,5
2918,Pradines,44.4789,1.4042,6
2919,Latresne,44.785,-0.4964,9
2920,Chanceaux-sur-Choisille,47.4708,0.7033,4
2921,Peynier,43.4469,5.6414,0
2922,Espaly-Saint-Marcel,45.0461,3.8594,11
2923,Moûtiers,45.485,6.5339,8
2924,Salses-le-Château,42.8328,2.9189,6
2925,Vic-Fezensac,43.7583,0.3033,9
2926,Saint-Ay,47.8581,1.7539,7
2927,Maure-de-Bretagne,47.8911,-1.9917,5
2928,Sainte-Catherine,50.3072,2.7631,1
2929,Montastruc-la-Conseillère,43.7175,1.5903,6
2930,Amélie-les-Bains-Palalda,42.4753,2.6719,6
2931,Saint-Laurent-d’Aigouze,43.6344,4.1956,11
2932,Puygouzon,43.8925,2.1697,6
2933,Frévent,50.2764,2.2881,1
2934,Les Lucs-sur-Boulogne,46.8439,-1.4936,10
2935,Derval,47.6675,-1.6714,10
2936,Oberhoffen-sur-Moder,48.7839,7.8636,3
2937,Canet,43.6017,3.4906,11
2938,Villeneuve-la-Guyard,48.34,3.0644,7
2939,Azay-le-Rideau,47.2614,0.4661,10
2940,Bains-sur-Oust,47.7036,-2.0714,5
2941,Carnoules,43.3019,6.1886,0
2942,Arvert,45.7408,-1.1278,10
2943,Renage,45.3333,5.4853,8
2944,Les Abrets,45.5369,5.585,8
2945,Ferrières-en-Brie,48.8214,2.7047,7
2946,Barbazan-Debat,43.195,0.1194,9
2947,Troarn,49.1817,-0.1844,4
2948,Quincieux,45.9136,4.7769,8
2949,Saint-Céré,44.8592,1.8911,6
2950,Fillinges,46.1583,6.3419,8
2951,Landrecies,50.1256,3.69,1
2952,Plougonven,48.5208,-3.7131,5
2953,Verquin,50.5025,2.64,1
2954,La Roche-Blanche,45.7006,3.1264,2
2955,Domfront,48.5903,-0.6403,4
2956,Saint-Philbert-de-Bouaine,46.9853,-1.5208,10
2957,Plouescat,48.6575,-4.1742,5
2958,Gramat,44.7789,1.725,6
2959,Lapugnoy,50.5164,2.5403,1
2960,Plan-d’Orgon,43.8108,5.0014,11
2961,Malville,47.3611,-1.8639,10
2962,Bourcefranc-le-Chapus,45.8472,-1.1475,10
2963,Espira-de-l’Agly,42.7769,2.8356,6
2964,Marines,49.145,1.9836,7
2965,Soorts,43.6583,-1.4272,9
2966,Bénesse-Maremne,43.6342,-1.36,9
2967,Allennes-les-Marais,50.5361,2.9508,1
2968,La Rivière-de-Corps,48.2878,4.0197,7
2969,Jonzac,45.4467,-0.4336,9
2970,Mirande,43.5147,0.4042,9
2971,Saint-Clair-de-la-Tour,45.5739,5.4819,8
2972,Colomars,43.7636,7.2222,0
2973,Estrablin,45.5169,4.9647,8
2974,Réalmont,43.7764,2.1897,6
2975,Mareil-Marly,48.8819,2.0767,7
2976,Roscoff,48.7267,-3.9858,5
2977,Gerstheim,48.3822,7.7025,3
2978,Thomery,48.4083,2.7861,7
2979,Saint-Didier-en-Velay,45.3028,4.2753,8
2980,Ablis,48.5167,1.8356,7
2981,Saint-Brice-et-Courcelles,49.2614,3.9858,1
2982,Prinquiau,47.3628,-2.0111,5
2983,Savigneux,45.6069,4.0831,8
2984,Montgermont,48.1567,-1.7161,5
2985,Orcines,45.7825,3.0122,2
2986,Bréhal,48.8983,-1.5117,4
2987,Vals-près-le-Puy,45.0283,3.8747,11
2988,Varilhes,43.0456,1.6283,6
2989,Ruaudin,47.9447,0.2664,4
2990,Artix,43.3975,-0.5717,9
2991,Cléry-Saint-André,47.8211,1.7567,7
2992,Carling,49.1664,6.7158,3
2993,Saint-André,42.5511,2.9733,6
2994,Cournonsec,43.5486,3.7047,11
2995,Boufféré,46.9614,-1.3403,10
2996,Cocheren,49.1433,6.8564,3
2997,Hulluch,50.4858,2.8167,1
2998,Fort-Mardyck,51.031,2.3061,1
2999,Morhange,48.9236,6.6358,3
3000,Olemps,44.3461,2.5528,6
3001,Bernis,43.7656,4.2861,11
3002,Barby,45.5717,5.9783,8
3003,Azé,47.8214,-0.685,10
3004,Montréal-la-Cluse,46.1867,5.5708,8
3005,Pleumeleuc,48.1844,-1.9189,5
3006,Montalieu,45.8142,5.4036,8
3007,Puiseaux,48.2053,2.4711,7
3008,Villelaure,43.7106,5.4339,11
3009,Carcès,43.4761,6.1828,0
3010,Issenheim,47.9025,7.2539,3
3011,Saint-Julien-lès-Metz,49.1339,6.2028,3
3012,Taninges,46.1075,6.5914,8
3013,Nantua,46.1533,5.6061,8
3014,Jallais,47.1969,-0.8689,10
3015,Sainte-Tulle,43.7861,5.7653,0
3016,Échiré,46.3892,-0.4158,10
3017,Le Thillot,47.88,6.765,3
3018,Dampmart,48.8867,2.735,7
3019,Templemars,50.5742,3.0544,1
3020,La Forêt-Fouesnant,47.9092,-3.9792,5
3021,Vourles,45.6589,4.7733,8
3022,Mouriès,43.6892,4.8711,11
3023,Quillan,42.8753,2.1819,6
3024,Bruyères-le-Châtel,48.5928,2.1919,7
3025,Sainte-Gemmes-sur-Loire,47.4256,-0.5575,10
3026,Saint-Georges-d’Espéranche,45.5558,5.0775,8
3027,Melgven,47.9058,-3.8361,5
3028,Hégenheim,47.5619,7.5256,3
3029,Saint-Léonard,50.6906,1.6242,1
3030,Traînou,47.9731,2.105,7
3031,Fargniers,49.6578,3.3101,1
3032,Saint-Lambert-des-Levées,47.2833,-0.0833,10
3033,Messimy,45.6981,4.6742,8
3034,Clouange,49.2619,6.0969,3
3035,Boujan-sur-Libron,43.3725,3.2489,6
3036,Villaz,45.9511,6.1897,8
3037,Penta-di-Casinca,42.4675,9.4597,0
3038,Saint-André-de-Corcy,45.9264,4.9522,8
3039,Saint-Colomban,47.0089,-1.5836,10
3040,Bournezeau,46.6356,-1.1719,10
3041,Neauphle-le-Château,48.8144,1.9022,7
3042,Saint-Savournin,43.4064,5.5275,11
3043,Baziège,43.4544,1.615,6
3044,Anduze,44.0535,3.9866,11
3045,Collégien,48.8369,2.6733,7
3046,Cérans-Foulletourte,47.8272,0.0764,4
3047,Fumay,49.9936,4.7069,1
3048,Houplin-Ancoisne,50.5636,3.0017,1
3049,Ruffec,46.0286,0.1992,10
3050,Weyersheim,48.7164,7.8039,3
3051,Saint-Mammès,48.3867,2.8142,7
3052,Merlimont,50.4556,1.6139,1
3053,Saint-Pierre-sur-Dives,49.0189,-0.0325,4
3054,Durtal,47.6719,-0.2414,10
3055,Magalas,43.4711,3.2219,6
3056,Caromb,44.1111,5.1078,11
3057,Corps-Nuds,47.9781,-1.5864,5
3058,Sainte-Marie-de-Ré,46.1497,-1.3108,10
3059,Crach,47.6172,-3.0014,5
3060,Saint-Michel,49.9181,4.1328,1
3061,Anould,48.1856,6.9456,3
3062,Sauvagnon,43.4042,-0.3875,9
3063,Froges,45.2733,5.925,8
3064,Ligugé,46.5181,0.3297,10
3065,Iwuy,50.2331,3.3222,1
3066,Guenrouet,47.5192,-1.9553,5
3067,Brou,48.2103,1.1672,7
3068,Arbent,46.2956,5.6811,8
3069,Cerny,48.4769,2.3281,7
3070,Lampertheim,48.6514,7.6978,3
3071,Béligneux,45.8522,5.1289,8
3072,Mertzwiller,48.8631,7.6797,3
3073,Brain-sur-l’Authion,47.4461,-0.4108,10
3074,Rocheservière,46.9389,-1.5092,10
3075,Alata,41.9769,8.7431,0
3076,Brassac-les-Mines,45.4142,3.3289,2
3077,Apprieu,45.4003,5.4911,8
3078,Louvigné-du-Désert,48.4817,-1.1242,4
3079,Masevaux,47.7736,6.9958,3
3080,Frépillon,49.0517,2.205,7
3081,Aigues-Vives,43.7394,4.1806,11
3082,Orry-la-Ville,49.1322,2.5128,7
3083,La Loupe,48.4717,1.0153,4
3084,Fretin,50.5575,3.1342,1
3085,La Roche-de-Glun,45.0119,4.8475,11
3086,Buhl,47.9278,7.1864,3
3087,Bischoffsheim,48.4869,7.4894,3
3088,Châteauneuf-de-Gadagne,43.9275,4.9464,11
3089,Feillens,46.3358,4.8911,8
3090,Aubusson,45.9561,2.1675,2
3091,Plœuc-sur-Lié,48.3464,-2.7578,5
3092,Saint-Jeoire,46.1383,6.4594,8
3093,Essert,47.6319,6.8164,3
3094,Amfreville-la-Mi-Voie,49.4019,1.13,7
3095,Saint-Paul-de-Vence,43.6964,7.1222,0
3096,Saint-Romain-de-Jalionas,45.7531,5.22,8
3097,Baho,42.7003,2.8225,6
3098,Haucourt,49.4897,5.8064,3
3099,Vouillé,46.3164,-0.3619,10
3100,Vic-la-Gardiole,43.4897,3.7967,11
3101,Briis-sous-Forges,48.6244,2.1239,7
3102,Isneauville,49.4989,1.1425,7
3103,Saint-Pierre-Montlimart,47.2706,-1.0267,10
3104,Sorède,42.5306,2.9567,6
3105,Arbois,46.9028,5.7739,8
3106,La Membrolle-sur-Choisille,47.4381,0.6394,10
3107,Crémieu,45.7247,5.2514,8
3108,Saint-Cast-le-Guildo,48.6294,-2.2578,5
3109,Elliant,47.995,-3.89,5
3110,Chaumont-en-Vexin,49.2675,1.8889,7
3111,Mont-près-Chambord,47.5628,1.4622,7
3112,Cléguer,47.8542,-3.3839,5
3113,Chaumes-en-Brie,48.6678,2.8433,7
3114,Saint-Cyr-en-Val,47.83,1.9694,7
3115,Sainte-Geneviève,49.2889,2.1989,7
3116,La Jarrie,46.1286,-1.0097,10
3117,Saint-Andiol,43.8356,4.9447,11
3118,Saône,47.2247,6.1178,3
3119,Bavay,50.2975,3.7981,1
3120,Andeville,49.2594,2.165,7
3121,La Machine,46.8892,3.4661,2
3122,Airvault,46.8264,-0.1375,10
3123,Montussan,44.8817,-0.4286,9
3124,Saint-Caprais-de-Bordeaux,44.7506,-0.4361,9
3125,Carentoir,47.8167,-2.1342,5
3126,Le Bosc-Roger-en-Roumois,49.2897,0.9242,4
3127,Dordives,48.1433,2.7672,7
3128,Monterblanc,47.7425,-2.6819,5
3129,Pont-sur-Yonne,48.2858,3.2031,7
3130,Pouancé,47.7406,-1.1764,10
3131,Choisy-au-Bac,49.4386,2.8775,1
3132,Lavérune,43.5856,3.8056,11
3133,Mireval,43.5078,3.8008,11
3134,Bourg-des-Comptes,47.9292,-1.7425,5
3135,Les Noës-près-Troyes,48.3025,4.0411,7
3136,Grosbliederstroff,49.1564,7.0278,3
3137,La Chapelle-Heulin,47.1764,-1.3406,10
3138,Lespignan,43.2736,3.1717,6
3139,Seilh,43.6947,1.3533,6
3140,Marssac-sur-Tarn,43.9175,2.0281,6
3141,Romilly-sur-Andelle,49.3311,1.2589,7
3142,Onzain,47.4997,1.1742,7
3143,Annet-sur-Marne,48.9256,2.7192,7
3144,Imphy,46.9283,3.2611,2
3145,Capestang,43.3289,3.0444,6
3146,Wizernes,50.7111,2.2292,1
3147,Isigny-le-Buat,48.6189,-1.1714,4
3148,Picauville,49.3797,-1.4175,4
3149,Servon,48.7169,2.5872,7
3150,Férel,47.4822,-2.3436,5
3151,Le Louroux Béconnais,47.5217,-0.8864,10
3152,Nay,43.18,-0.2622,9
3153,Sarrola,42.0275,8.8428,0
3154,Le Bourg-d’Oisans,45.0553,6.0294,8
3155,Saint-Just,43.6572,4.1139,11
3156,Voves,48.2719,1.6264,7
3157,Grosseto,41.8714,8.9636,0
3158,Albias,44.09,1.4494,6
3159,Sébazac-Concourès,44.4031,2.6,6
3160,Magland,46.0219,6.6197,8
3161,Saint-Sulpice-de-Royan,45.6714,-1.0114,10
3162,Quissac,43.9094,4.0,11
3163,Saint-Ambroix,44.2606,4.1981,11
3164,Salles-d’Aude,43.2383,3.1197,6
3165,Odos,43.1958,0.0578,9
3166,Callian,43.6222,6.7531,0
3167,Chaumontel,49.1269,2.4289,7
3168,Villelongue-de-la-Salanque,42.7278,2.9844,6
3169,Pontpoint,49.3014,2.6403,7
3170,Ploubalay,48.5803,-2.1403,5
3171,Le Pallet,47.1383,-1.3358,10
3172,Appoigny,47.8772,3.5281,7
3173,Coubon,44.9969,3.9178,11
3174,Échenoz-la-Méline,47.6019,6.1372,3
3175,Vouvray,47.4122,0.7992,4
3176,Plélo,48.5564,-2.9467,5
3177,Treize-Septiers,46.9844,-1.2303,10
3178,Saint-Calais,47.9203,0.7431,4
3179,Souillac,44.8978,1.4742,6
3180,Le Porge,44.8728,-1.0919,9
3181,Tartas,43.8325,-0.8086,9
3182,Lécousse,48.3675,-1.2178,4
3183,Sartène,41.6208,8.9736,0
3184,Escaudoeuvres,50.1928,3.265,1
3185,Dissay,46.7008,0.4317,10
3186,Saint-Soupplets,49.0383,2.8072,7
3187,Exincourt,47.4975,6.8331,3
3188,La Boisse,45.8422,5.0356,8
3189,Saint-Georges-sur-Baulche,47.8053,3.5331,7
3190,Mauves-sur-Loire,47.2961,-1.3933,10
3191,Montendre,45.2847,-0.4075,9
3192,Coëx,46.6975,-1.7606,10
3193,Luc-sur-Mer,49.3147,-0.3556,4
3194,Boves,49.8456,2.3908,1
3195,Saint-Étienne-de-Saint-Geoirs,45.3389,5.3453,8
3196,La Guerche-sur-l’Aubois,46.9511,2.9475,2
3197,Auribeau-sur-Siagne,43.6008,6.9111,0
3198,Vimoutiers,48.9275,0.1978,4
3199,Saint-Michel,45.6419,0.1064,9
3200,Verneuil-l’Étang,48.6444,2.8356,7
3201,Spicheren,49.1917,6.9683,3
3202,Thorens-Glières,45.9969,6.2469,8
3203,Les Pieux,49.5131,-1.8078,5
3204,Saint-Savin,45.1386,-0.4486,9
3205,Merlevenez,47.7367,-3.2336,5
3206,Frossay,47.2439,-1.9342,10
3207,Malissard,44.9014,4.9567,11
3208,Narrosse,43.6928,-1.0083,9
3209,Boën-sur-Lignon,45.7458,4.0044,8
3210,Vendeuvre-du-Poitou,46.7356,0.3094,10
3211,Aigueblanche,45.5008,6.5097,8
3212,Anor,49.9894,4.0986,1
3213,Haveluy,50.3514,3.4028,1
3214,Boussois,50.2906,4.0408,1
3215,Précy-sur-Oise,49.2061,2.3706,7
3216,Le Folgoët,48.5622,-4.3344,5
3217,Saint-Nicolas-de-Redon,47.6442,-2.0661,5
3218,Mours-Saint-Eusèbe,45.0714,5.0514,8
3219,Lignan-sur-Orb,43.3839,3.1703,6
3220,Aunay-sur-Odon,49.0203,-0.6319,4
3221,Saint-Loup-sur-Semouse,47.8847,6.2733,3
3222,Scherwiller,48.2875,7.4178,3
3223,Chantraine,48.1697,6.4417,3
3224,Flixecourt,50.0128,2.0808,1
3225,Hoymille,50.9711,2.4461,1
3226,L’Herbergement,46.9092,-1.3769,10
3227,Bram,43.2428,2.1147,6
3228,Messac,47.8247,-1.8086,5
3229,Le Touvet,45.3575,5.9481,8
3230,Saint-Yvi,47.9675,-3.9347,5
3231,Saint-Selve,44.6706,-0.4803,9
3232,Châteauneuf-sur-Sarthe,47.6808,-0.4883,10
3233,Arleux,50.2803,3.1064,1
3234,Dieulefit,44.5231,5.0656,11
3235,Veynes,44.5342,5.8236,11
3236,Gouville-sur-Mer,49.0972,-1.5806,4
3237,La Tessoualle,47.0047,-0.8508,10
3238,Puylaurens,43.5719,2.0119,6
3239,Attignat,46.2872,5.1597,8
3240,Knutange,49.3383,6.0403,3
3241,Saint-Erblon,48.0189,-1.6517,5
3242,Porcheville,48.9719,1.7781,7
3243,La Tour-du-Crieu,43.1039,1.6542,6
3244,Kernével,47.9588,-3.7778,5
3245,Contrexéville,48.1844,5.8956,3
3246,Maulévrier,47.0092,-0.745,10
3247,Bousse,49.2792,6.1978,3
3248,La Buisse,45.335,5.6217,8
3249,Bonifacio,41.3881,9.1606,0
3250,Arcangues,43.4367,-1.5208,9
3251,Bâgé-la-Ville,46.3156,4.9453,8
3252,Valensole,43.8381,5.9839,0
3253,Podensac,44.6511,-0.3553,9
3254,Martillac,44.7133,-0.5433,9
3255,Quettreville-sur-Sienne,48.9697,-1.4681,4
3256,Dolus-d’Oléron,45.9111,-1.2608,10
3257,Montanay,45.8792,4.8631,8
3258,Damelevières,48.5569,6.3881,3
3259,Voujeaucourt,47.4756,6.7744,3
3260,Soultz-sous-Forêts,48.9386,7.8806,3
3261,Sainte-Florine,45.4053,3.3172,2
3262,Notre-Dame-de-Sanilhac,45.1764,0.7267,9
3263,Argonay,45.9453,6.1403,8
3264,Vrigne-aux-Bois,49.7375,4.8558,1
3265,Bonne,46.1683,6.3206,8
3266,Vertaizon,45.7697,3.2864,2
3267,Mellac,47.9039,-3.5781,5
3268,Sémoy,47.9322,1.9486,7
3269,Boissy-le-Châtel,48.8222,3.1364,7
3270,Castillon-la-Bataille,44.8533,-0.0444,9
3271,Saint-Gervais-la-Forêt,47.5689,1.36,7
3272,Afa,41.9839,8.7956,0
3273,Saint-Malo-de-Guersac,47.3508,-2.1797,5
3274,Montsûrs,48.1342,-0.5536,4
3275,Étables sur Mer,48.6264,-2.8353,5
3276,Bassussarry,43.4467,-1.5117,9
3277,Magnac-sur-Touvre,45.6656,0.2372,9
3278,Ceyzériat,46.1783,5.3239,8
3279,Dolomieu,45.6108,5.4992,8
3280,Montfrin,43.8758,4.5933,11
3281,Loyettes,45.7742,5.2031,8
3282,Carantec,48.6678,-3.9136,5
3283,Nouvoitou,48.0406,-1.5458,5
3284,Brienon-sur-Armançon,47.9928,3.6164,7
3285,La Ville-Dieu-du-Temple,44.0347,1.2169,6
3286,Les Fins,47.0808,6.6283,3
3287,Renaison,46.0519,3.9247,8
3288,Cossé-le-Vivien,47.9453,-0.9117,10
3289,Démouville,49.1808,-0.2689,4
3290,Saint-Martin-le-Beau,47.3558,0.9097,10
3291,Le Boupère,46.7947,-0.9264,10
3292,Pont-à-Vendin,50.4736,2.8886,1
3293,Étiolles,48.6358,2.4728,7
3294,Saint-Vincent-de-Paul,43.7419,-1.0003,9
3295,Sourdeval,48.7233,-0.9208,4
3296,Gruchet-le-Valasse,49.5564,0.4847,4
3297,Seltz,48.8942,8.1069,3
3298,Moncoutant,46.7239,-0.5889,10
3299,Pleyber-Christ,48.5047,-3.8753,5
3300,Saint-Georges-des-Groseillers,48.7703,-0.5733,4
3301,Thierville-sur-Meuse,49.1714,5.3531,3
3302,Mercury,45.6742,6.3369,8
3303,Cornimont,47.9631,6.8392,3
3304,Saucats,44.6522,-0.5961,9
3305,Mareuil-lès-Meaux,48.9275,2.8597,7
3306,Berlaimont,50.2022,3.8114,1
3307,Plogonnec,48.0778,-4.1944,5
3308,Savonnières,47.3478,0.5483,10
3309,Lavernose-Lacasse,43.3961,1.2603,6
3310,Plouézec,48.7483,-2.985,5
3311,Montbert,47.0578,-1.4889,10
3312,Volx,43.8778,5.8417,0
3313,Proville,50.1614,3.2058,1
3314,Bretteville-l’Orgueilleuse,49.2114,-0.5139,4
3315,Saint-Seurin-sur-l’Isle,45.0142,-0.0017,9
3316,Sainte-Bazeille,44.5303,0.0942,9
3317,Montrichard,47.3431,1.1833,2
3318,Baraqueville,44.2769,2.4328,6
3319,Lapalisse,46.2494,3.6372,2
3320,Emmerin,50.5933,3.0017,1
3321,La Chapelle-en-Serval,49.1275,2.5344,7
3322,Donville-les-Bains,48.8486,-1.5775,4
3323,Maringues,45.9217,3.3303,2
3324,Moyenmoutier,48.3797,6.9133,3
3325,Éloyes,48.0958,6.6094,3
3326,Saint-Parres-aux-Tertres,48.2997,4.1178,7
3327,Villers-Bocage,49.0789,-0.6564,4
3328,Mérignies,50.5056,3.11,1
3329,Saint-Hippolyte,42.7842,2.9667,6
3330,Mirepoix,43.0886,1.8736,6
3331,Toussieu,45.6544,4.985,8
3332,Rochecorbon,47.4144,0.755,10
3333,Sallertaine,46.8597,-1.9572,10
3334,Lissieu,45.865,4.7422,8
3335,Mayet,47.7589,0.2747,4
3336,La Sentinelle,50.3494,3.4881,1
3337,Doubs,46.9267,6.35,8
3338,Châtillon-sur-Loire,47.5911,2.7528,7
3339,Saint-Ouen,47.8108,1.0842,7
3340,Offranville,49.8711,1.0483,4
3341,Davézieux,45.2553,4.7075,8
3342,Miramont-de-Guyenne,44.6017,0.3611,9
3343,Gagnac-sur-Garonne,43.6989,1.3756,6
3344,Tosse,43.6892,-1.3331,9
3345,Meschers-sur-Gironde,45.5575,-0.9539,10
3346,Besné,47.3975,-2.0914,5
3347,Portiragnes,43.3044,3.3358,6
3348,La Chapelle-Launay,47.3725,-1.9719,5
3349,Mauron,48.0822,-2.2858,5
3350,Buchelay,48.9797,1.6728,7
3351,Léhon,48.4419,-2.0394,5
3352,La Mothe-Achard,46.6186,-1.6592,10
3353,Moussy-le-Neuf,49.0631,2.6031,7
3354,Lagardelle-sur-Lèze,43.4119,1.3886,6
3355,Palau-del-Vidre,42.5728,2.9614,6
3356,Lansargues,43.6514,4.0731,11
3357,Colayrac-Saint-Cirq,44.2197,0.5528,9
3358,Hermanville-sur-Mer,49.2836,-0.3153,4
3359,Marsac-sur-l’Isle,45.185,0.6614,9
3360,Longages,43.355,1.24,6
3361,Lailly-en-Val,47.7697,1.6864,7
3362,L’Île-Rousse,42.635,8.9375,0
3363,Murviel-lès-Béziers,43.4406,3.1442,6
3364,Breuil-le-Vert,49.3608,2.4367,7
3365,Fontoy,49.3558,5.995,3
3366,Rue,50.2722,1.6678,1
3367,Bédoin,44.1233,5.1797,11
3368,Tence,45.1142,4.2911,11
3369,Bouvron,47.4178,-1.8478,10
3370,Châteaugay,45.8511,3.0847,2
3371,Champ-sur-Drac,45.0828,5.7342,8
